tips,Tip_Name,Order,Family,Genus,level0,level1,level2,level3,level4,level5,level6,level7
hyliota_flavigaster_439359,PASSERIFORMES_Hyliotidae_Hyliota_flavigaster,PASSERIFORMES,Hyliotidae,Hyliota,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hylocichla_mustelina_KSW5403,PASSERIFORMES_Turdidae_Hylocichla_mustelina,PASSERIFORMES,Turdidae,Hylocichla,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hylocitrea_bonensis_AMNHDOT12574,PASSERIFORMES_Hylocitreidae_Hylocitrea_bonensis,PASSERIFORMES,Hylocitreidae,Hylocitrea,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hylomanes_momotula_KUNHM2182,CORACIIFORMES_Momotidae_Hylomanes_momotula,CORACIIFORMES,Momotidae,Hylomanes,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Hylopezus_auricularis_FMNH391157,PASSERIFORMES_Grallariidae_Hylopezus_auricularis,PASSERIFORMES,Grallariidae,Hylopezus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hylopezus_berlepschi_L18312,PASSERIFORMES_Grallariidae_Hylopezus_berlepschi,PASSERIFORMES,Grallariidae,Hylopezus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hylopezus_dives_LSUMZ26086,PASSERIFORMES_Grallariidae_Hylopezus_dives,PASSERIFORMES,Grallariidae,Hylopezus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hylopezus_fulviventris_L42791,PASSERIFORMES_Grallariidae_Hylopezus_fulviventris,PASSERIFORMES,Grallariidae,Hylopezus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hylopezus_macularius_SB11822,PASSERIFORMES_Grallariidae_Hylopezus_macularius,PASSERIFORMES,Grallariidae,Hylopezus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hylopezus_nattereri_MZU91884,PASSERIFORMES_Grallariidae_Cryptopezus_nattereri,PASSERIFORMES,Grallariidae,Cryptopezus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hylopezus_ochroleucus_MPEGSRV004,PASSERIFORMES_Grallariidae_Hylopezus_ochroleucus,PASSERIFORMES,Grallariidae,Hylopezus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hylopezus_paraensis_MPEGUHE388,PASSERIFORMES_Grallariidae_Hylopezus_paraensis,PASSERIFORMES,Grallariidae,Hylopezus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hylopezus_perspicillatus_W76892,PASSERIFORMES_Grallariidae_Hylopezus_perspicillatus,PASSERIFORMES,Grallariidae,Hylopezus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hylopezus_whittakeri_F389869,PASSERIFORMES_Grallariidae_Hylopezus_whittakeri,PASSERIFORMES,Grallariidae,Hylopezus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hylophylax_naevioides_L2230,PASSERIFORMES_Thamnophilidae_Hylophylax_naevioides,PASSERIFORMES,Thamnophilidae,Hylophylax,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hylophylax_naevius_LSU106776,PASSERIFORMES_Thamnophilidae_Hylophylax_naevius,PASSERIFORMES,Thamnophilidae,Hylophylax,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hylophylax_punctulatus_LSU18327,PASSERIFORMES_Thamnophilidae_Hylophylax_punctulatus,PASSERIFORMES,Thamnophilidae,Hylophylax,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hymenops_perspicillatus_SB14701,PASSERIFORMES_Tyrannidae_Hymenops_perspicillatus,PASSERIFORMES,Tyrannidae,Hymenops,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hypocnemis_cantator_L55201,PASSERIFORMES_Thamnophilidae_Hypocnemis_cantator,PASSERIFORMES,Thamnophilidae,Hypocnemis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hypocnemis_flavescens_MZU93840,PASSERIFORMES_Thamnophilidae_Hypocnemis_flavescens,PASSERIFORMES,Thamnophilidae,Hypocnemis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hypocnemis_hypoxantha_LSU10573,PASSERIFORMES_Thamnophilidae_Hypocnemis_hypoxantha,PASSERIFORMES,Thamnophilidae,Hypocnemis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hypocnemis_ochrogyna_LSU15122,PASSERIFORMES_Thamnophilidae_Hypocnemis_ochrogyna,PASSERIFORMES,Thamnophilidae,Hypocnemis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hypocnemis_peruviana_LSU74189,PASSERIFORMES_Thamnophilidae_Hypocnemis_peruviana,PASSERIFORMES,Thamnophilidae,Hypocnemis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hypocnemis_rondoni_MZUSP80610,PASSERIFORMES_Thamnophilidae_Hypocnemis_rondoni,PASSERIFORMES,Thamnophilidae,Hypocnemis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hypocnemis_striata_LSUMZ78142,PASSERIFORMES_Thamnophilidae_Hypocnemis_striata,PASSERIFORMES,Thamnophilidae,Hypocnemis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hypocnemis_subflava_LSU1999,PASSERIFORMES_Thamnophilidae_Hypocnemis_subflava,PASSERIFORMES,Thamnophilidae,Hypocnemis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hypocnemoides_maculicauda_LSU12660,PASSERIFORMES_Thamnophilidae_Hypocnemoides_maculicauda,PASSERIFORMES,Thamnophilidae,Hypocnemoides,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hypocnemoides_melanopogon_SKU89774,PASSERIFORMES_Thamnophilidae_Hypocnemoides_melanopogon,PASSERIFORMES,Thamnophilidae,Hypocnemoides,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
hypocolius_ampelinus_466652,PASSERIFORMES_Hypocoliidae_Hypocolius_ampelinus,PASSERIFORMES,Hypocoliidae,Hypocolius,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hypoedaleus_guttatus_MCP3130,PASSERIFORMES_Thamnophilidae_Hypoedaleus_guttatus,PASSERIFORMES,Thamnophilidae,Hypoedaleus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Hypogramma_hypogrammicum_KU17785,PASSERIFORMES_Nectariniidae_Kurochkinegramma_hypogrammicum,PASSERIFORMES,Nectariniidae,Kurochkinegramma,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
hypothymis_azurea_20189,PASSERIFORMES_Monarchidae_Hypothymis_azurea,PASSERIFORMES,Monarchidae,Hypothymis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
ibidorhyncha_struthersii_776929,CHARADRIIFORMES_Ibidorhynchidae_Ibidorhyncha_struthersii,CHARADRIIFORMES,Ibidorhynchidae,Ibidorhyncha,Neoaves,x,x,x,x,x,x,x
icteria_virens_b60879,PASSERIFORMES_Icteriidae_Icteria_virens,PASSERIFORMES,Icteriidae,Icteria,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
icterus_cucullatus_b24601,PASSERIFORMES_Icteridae_Icterus_cucullatus,PASSERIFORMES,Icteridae,Icterus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Icterus_gularis_UWBM114470,PASSERIFORMES_Icteridae_Icterus_gularis,PASSERIFORMES,Icteridae,Icterus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
ifrita_kowaldi_12106,PASSERIFORMES_Ifritidae_Ifrita_kowaldi,PASSERIFORMES,Ifritidae,Ifrita,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Ilicura_militaris_GSB15,PASSERIFORMES_Pipridae_Ilicura_militaris,PASSERIFORMES,Pipridae,Ilicura,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Indicator_exilis_KU8503,PICIFORMES_Indicatoridae_Indicator_exilis,PICIFORMES,Indicatoridae,Indicator,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
indicator_maculatus,PICIFORMES_Indicatoridae_Indicator_maculatus,PICIFORMES,Indicatoridae,Indicator,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Inezia_caudata_L48577,PASSERIFORMES_Tyrannidae_Inezia_caudata,PASSERIFORMES,Tyrannidae,Inezia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Inezia_inornata_L15055,PASSERIFORMES_Tyrannidae_Inezia_inornata,PASSERIFORMES,Tyrannidae,Inezia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Inezia_subflava_MPEGUHE101,PASSERIFORMES_Tyrannidae_Inezia_subflava,PASSERIFORMES,Tyrannidae,Inezia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Inezia_tenuirostris_IC26451,PASSERIFORMES_Tyrannidae_Inezia_tenuirostris,PASSERIFORMES,Tyrannidae,Inezia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Iodopleura_fusca_S626253,PASSERIFORMES_Tityridae_Iodopleura_fusca,PASSERIFORMES,Tityridae,Iodopleura,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Iodopleura_isabellae_L9597,PASSERIFORMES_Tityridae_Iodopleura_isabellae,PASSERIFORMES,Tityridae,Iodopleura,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Iodopleura_pipra_SP50046,PASSERIFORMES_Tityridae_Iodopleura_pipra,PASSERIFORMES,Tityridae,Iodopleura,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
irena_cyanogastra_25780,PASSERIFORMES_Irenidae_Irena_cyanogastra,PASSERIFORMES,Irenidae,Irena,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
irena_puella_24448,PASSERIFORMES_Irenidae_Irena_puella,PASSERIFORMES,Irenidae,Irena,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Isleria_guttata_F391375,PASSERIFORMES_Thamnophilidae_Isleria_guttata,PASSERIFORMES,Thamnophilidae,Isleria,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Isleria_hauxwelli_LSU4270,PASSERIFORMES_Thamnophilidae_Isleria_hauxwelli,PASSERIFORMES,Thamnophilidae,Isleria,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Ispidina_lecontei_KUNHM15590,CORACIIFORMES_Alcedinidae_Ispidina_lecontei,CORACIIFORMES,Alcedinidae,Ispidina,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Ispidina_picta_KUNHM20060,CORACIIFORMES_Alcedinidae_Ispidina_picta,CORACIIFORMES,Alcedinidae,Ispidina,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
jacana_jacana,CHARADRIIFORMES_Jacanidae_Jacana_jacana,CHARADRIIFORMES,Jacanidae,Jacana,Neoaves,x,x,x,x,x,x,x
Jubula_lettii_270520_merged,STRIGIFORMES_Strigidae_Jubula_lettii,STRIGIFORMES,Strigidae,Jubula,Neoaves,Telluraves,Afroaves,x,x,x,x,x
Junco_hyemalis_GCA_003829775,PASSERIFORMES_Passerellidae_Junco_hyemalis,PASSERIFORMES,Passerellidae,Junco,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Junco_phaeonotus_UWBM107920,PASSERIFORMES_Passerellidae_Junco_phaeonotus,PASSERIFORMES,Passerellidae,Junco,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
jynx_ruficollis,PICIFORMES_Picidae_Jynx_ruficollis,PICIFORMES,Picidae,Jynx,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Jynx_torquilla_AMNH11066,PICIFORMES_Picidae_Jynx_torquilla,PICIFORMES,Picidae,Jynx,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Ketupa_ketupu_9666,STRIGIFORMES_Strigidae_Ketupa_ketupu,STRIGIFORMES,Strigidae,Ketupa,Neoaves,Telluraves,Afroaves,x,x,x,x,x
Knipolegus_aterrimus_LSU6578,PASSERIFORMES_Tyrannidae_Knipolegus_aterrimus,PASSERIFORMES,Tyrannidae,Knipolegus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Knipolegus_cabanisi_KU9690,PASSERIFORMES_Tyrannidae_Knipolegus_cabanisi,PASSERIFORMES,Tyrannidae,Knipolegus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Knipolegus_cyanirostris_S630514,PASSERIFORMES_Tyrannidae_Knipolegus_cyanirostris,PASSERIFORMES,Tyrannidae,Knipolegus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Knipolegus_franciscanus_SP82727,PASSERIFORMES_Tyrannidae_Knipolegus_franciscanus,PASSERIFORMES,Tyrannidae,Knipolegus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Knipolegus_hudsoni_L18865,PASSERIFORMES_Tyrannidae_Knipolegus_hudsoni,PASSERIFORMES,Tyrannidae,Knipolegus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Knipolegus_lophotes_SB14741,PASSERIFORMES_Tyrannidae_Knipolegus_lophotes,PASSERIFORMES,Tyrannidae,Knipolegus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Knipolegus_nigerrimus_MPEGDZ5162,PASSERIFORMES_Tyrannidae_Knipolegus_nigerrimus,PASSERIFORMES,Tyrannidae,Knipolegus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Knipolegus_orenocensis_L3178,PASSERIFORMES_Tyrannidae_Knipolegus_orenocensis,PASSERIFORMES,Tyrannidae,Knipolegus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Knipolegus_poecilocercus_A14176,PASSERIFORMES_Tyrannidae_Knipolegus_poecilocercus,PASSERIFORMES,Tyrannidae,Knipolegus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Knipolegus_poecilurus_SB10607,PASSERIFORMES_Tyrannidae_Knipolegus_poecilurus,PASSERIFORMES,Tyrannidae,Knipolegus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Knipolegus_signatus_L44150,PASSERIFORMES_Tyrannidae_Knipolegus_signatus,PASSERIFORMES,Tyrannidae,Knipolegus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Knipolegus_striaticeps_L38892,PASSERIFORMES_Tyrannidae_Knipolegus_striaticeps,PASSERIFORMES,Tyrannidae,Knipolegus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lacedo_pulchella_KUNHM23121,CORACIIFORMES_Alcedinidae_Lacedo_pulchella,CORACIIFORMES,Alcedinidae,Lacedo,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Lagopus_muta_GCA_004320205,GALLIFORMES_Phasianidae_Lagopus_muta,GALLIFORMES,Phasianidae,Lagopus,Galloanserae,x,x,x,x,x,x,x
lamprolia_victoriae_24329,PASSERIFORMES_Rhipiduridae_Lamprolia_victoriae,PASSERIFORMES,Rhipiduridae,Lamprolia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Laniisoma_elegans_K18581,PASSERIFORMES_Tityridae_Laniisoma_elegans,PASSERIFORMES,Tityridae,Laniisoma,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Laniocera_hypopyrra_L10759,PASSERIFORMES_Tityridae_Laniocera_hypopyrra,PASSERIFORMES,Tityridae,Laniocera,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Laniocera_rufescens_L2302,PASSERIFORMES_Tityridae_Laniocera_rufescens,PASSERIFORMES,Tityridae,Laniocera,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
lanius_excubitor_28984,PASSERIFORMES_Laniidae_Lanius_excubitor,PASSERIFORMES,Laniidae,Lanius,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
larus_argentatus_b37399,CHARADRIIFORMES_Laridae_Larus_argentatus,CHARADRIIFORMES,Laridae,Larus,Neoaves,x,x,x,x,x,x,x
Lathamus_discolor_ANWCB34174,PSITTACIFORMES_Psittaculidae_Lathamus_discolor,PSITTACIFORMES,Psittaculidae,Lathamus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lathrotriccus_euleri_L22678,PASSERIFORMES_Tyrannidae_Lathrotriccus_euleri,PASSERIFORMES,Tyrannidae,Lathrotriccus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lathrotriccus_griseipectus_L66161,PASSERIFORMES_Tyrannidae_Lathrotriccus_griseipectus,PASSERIFORMES,Tyrannidae,Lathrotriccus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Legatus_leucophaius_L29950,PASSERIFORMES_Tyrannidae_Legatus_leucophaius,PASSERIFORMES,Tyrannidae,Legatus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
leiothrix_lutea_b27032,PASSERIFORMES_Leiothrichidae_Leiothrix_lutea,PASSERIFORMES,Leiothrichidae,Leiothrix,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Leipoa_ocellata_UWBM62959,GALLIFORMES_Megapodiidae_Leipoa_ocellata,GALLIFORMES,Megapodiidae,Leipoa,Galloanserae,x,x,x,x,x,x,x
Lepidocolaptes_affinis_LSU16214,PASSERIFORMES_Furnariidae_Lepidocolaptes_affinis,PASSERIFORMES,Furnariidae,Lepidocolaptes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lepidocolaptes_albolineatus_INPAA1053,PASSERIFORMES_Furnariidae_Lepidocolaptes_albolineatus,PASSERIFORMES,Furnariidae,Lepidocolaptes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lepidocolaptes_angustirostris_K401,PASSERIFORMES_Furnariidae_Lepidocolaptes_angustirostris,PASSERIFORMES,Furnariidae,Lepidocolaptes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lepidocolaptes_falcinellus_GCMN16,PASSERIFORMES_Furnariidae_Lepidocolaptes_falcinellus,PASSERIFORMES,Furnariidae,Lepidocolaptes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lepidocolaptes_fatimalimae_K475,PASSERIFORMES_Furnariidae_Lepidocolaptes_fatimalimae,PASSERIFORMES,Furnariidae,Lepidocolaptes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lepidocolaptes_fuscicapillus_L18457,PASSERIFORMES_Furnariidae_Lepidocolaptes_fuscicapillus,PASSERIFORMES,Furnariidae,Lepidocolaptes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lepidocolaptes_lacrymiger_H20,PASSERIFORMES_Furnariidae_Lepidocolaptes_lacrymiger,PASSERIFORMES,Furnariidae,Lepidocolaptes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lepidocolaptes_layardi_MPEGMF001,PASSERIFORMES_Furnariidae_Lepidocolaptes_fuscicapillus_layardi,PASSERIFORMES,Furnariidae,Lepidocolaptes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lepidocolaptes_leucogaster_WGMS573,PASSERIFORMES_Furnariidae_Lepidocolaptes_leucogaster,PASSERIFORMES,Furnariidae,Lepidocolaptes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lepidocolaptes_souleyetii_L5239,PASSERIFORMES_Furnariidae_Lepidocolaptes_souleyetii,PASSERIFORMES,Furnariidae,Lepidocolaptes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lepidocolaptes_squamatus_MPEGT15394,PASSERIFORMES_Furnariidae_Lepidocolaptes_squamatus,PASSERIFORMES,Furnariidae,Lepidocolaptes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lepidothrix_coeruleocapilla_L1985,PASSERIFORMES_Pipridae_Lepidothrix_coeruleocapilla,PASSERIFORMES,Pipridae,Lepidothrix,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lepidothrix_coronata_L7218,PASSERIFORMES_Pipridae_Lepidothrix_coronata,PASSERIFORMES,Pipridae,Lepidothrix,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lepidothrix_iris_MPEGMF56,PASSERIFORMES_Pipridae_Lepidothrix_iris,PASSERIFORMES,Pipridae,Lepidothrix,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lepidothrix_isidorei_IC35523,PASSERIFORMES_Pipridae_Lepidothrix_isidorei,PASSERIFORMES,Pipridae,Lepidothrix,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lepidothrix_nattereri_L18402,PASSERIFORMES_Pipridae_Lepidothrix_nattereri,PASSERIFORMES,Pipridae,Lepidothrix,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lepidothrix_serena_L45819,PASSERIFORMES_Pipridae_Lepidothrix_serena,PASSERIFORMES,Pipridae,Lepidothrix,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lepidothrix_suavissima_L48471,PASSERIFORMES_Pipridae_Lepidothrix_suavissima,PASSERIFORMES,Pipridae,Lepidothrix,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Lepidothrix_vilasboasi_G59269,PASSERIFORMES_Pipridae_Lepidothrix_vilasboasi,PASSERIFORMES,Pipridae,Lepidothrix,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Leptasthenura_aegithaloides_APRS1680,PASSERIFORMES_Furnariidae_Leptasthenura_aegithaloides,PASSERIFORMES,Furnariidae,Leptasthenura,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Leptasthenura_andicola_L61381,PASSERIFORMES_Furnariidae_Leptasthenura_andicola,PASSERIFORMES,Furnariidae,Leptasthenura,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Leptasthenura_fuliginiceps_F334444,PASSERIFORMES_Furnariidae_Leptasthenura_fuliginiceps,PASSERIFORMES,Furnariidae,Leptasthenura,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Leptasthenura_pileata_L3584,PASSERIFORMES_Furnariidae_Leptasthenura_pileata,PASSERIFORMES,Furnariidae,Leptasthenura,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Leptasthenura_platensis_SB13608,PASSERIFORMES_Furnariidae_Leptasthenura_platensis,PASSERIFORMES,Furnariidae,Leptasthenura,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Leptasthenura_setaria_GCMN09,PASSERIFORMES_Furnariidae_Leptasthenura_setaria,PASSERIFORMES,Furnariidae,Leptasthenura,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Leptasthenura_striata_L103880,PASSERIFORMES_Furnariidae_Leptasthenura_striata,PASSERIFORMES,Furnariidae,Leptasthenura,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Leptasthenura_striolata_DZMCN2810,PASSERIFORMES_Furnariidae_Leptasthenura_striolata,PASSERIFORMES,Furnariidae,Leptasthenura,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Leptasthenura_xenothorax_F391868,PASSERIFORMES_Furnariidae_Leptasthenura_xenothorax,PASSERIFORMES,Furnariidae,Leptasthenura,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Leptasthenura_yanacensis_F391876,PASSERIFORMES_Furnariidae_Sylviorthorhynchus_yanacensis,PASSERIFORMES,Furnariidae,Sylviorthorhynchus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
leptocoma_sperata_20350,PASSERIFORMES_Nectariniidae_Leptocoma_sperata,PASSERIFORMES,Nectariniidae,Leptocoma,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Leptopogon_amaurocephalus_L31480,PASSERIFORMES_Tyrannidae_Leptopogon_amaurocephalus,PASSERIFORMES,Tyrannidae,Leptopogon,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Leptopogon_rufipectus_L32722,PASSERIFORMES_Tyrannidae_Leptopogon_rufipectus,PASSERIFORMES,Tyrannidae,Leptopogon,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Leptopogon_superciliaris_L40472,PASSERIFORMES_Tyrannidae_Leptopogon_superciliaris,PASSERIFORMES,Tyrannidae,Leptopogon,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Leptopogon_taczanowskii_L7989,PASSERIFORMES_Tyrannidae_Leptopogon_taczanowskii,PASSERIFORMES,Tyrannidae,Leptopogon,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Leptosittaca_branickii_NK163807MSB,PSITTACIFORMES_Psittacidae_Leptosittaca_branickii,PSITTACIFORMES,Psittacidae,Leptosittaca,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Leptosomus_discolor_APP026,LEPTOSOMIFORMES_Leptosomidae_Leptosomus_discolor,LEPTOSOMIFORMES,Leptosomidae,Leptosomus,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,x,x,x
